Date,Ticker,Entry_Price,Oracle_Score,Projected_Upside,Fair_Value,F_Score,Status,Safety_Badge,Momentum_Badge,Regime_Active
2026-01-04,TBOTEK.NS,1638.2,21.4,-79.1,342.54,5,Active,⚠️ MED,🚀 FAST,BULLISH
2026-01-04,TVSMOTOR.NS,3847.8,47.1,-91.3,333.87,5,Active,🛡️ HIGH,🚀 FAST,BULLISH
2026-01-04,TATACHEM.NS,755.25,34.5,-81.1,142.72,5,Active,🛡️ HIGH,🐢 SLOW,BULLISH
2026-01-04,TATACOMM.NS,1790.1,39.7,-78.6,382.83,5,Active,🛡️ HIGH,🐢 SLOW,BULLISH
2026-01-04,TCS.NS,3250.7,42.9,-40.8,1923.01,5,Active,🛡️ HIGH,🐢 SLOW,BULLISH
2026-01-04,TATACONSUM.NS,1170.7,47.3,-78.7,249.7,5,Active,🛡️ HIGH,🚀 FAST,BULLISH
2026-01-04,TATAELXSI.NS,5337.5,27.9,-63.0,1976.0,5,Active,🛡️ HIGH,🐢 SLOW,BULLISH
2026-01-04,TATAINVEST.NS,703.75,19.0,-86.4,95.43,5,Active,⚠️ MED,🚀 FAST,BULLISH
2026-01-04,TMPV.NS,0.0,0.0,0.0,0.0,0,Data Error,⚠️ MED,🐢 SLOW,BULLISH
2026-01-04,TATAPOWER.NS,393.1,37.6,-51.1,192.27,5,Active,🛡️ HIGH,🐢 SLOW,BULLISH
2026-01-04,TATASTEEL.NS,182.88,31.9,-46.8,97.27,5,Active,⚠️ MED,🚀 FAST,BULLISH
2026-01-04,TATATECH.NS,655.95,30.0,-61.2,254.63,5,Active,🛡️ HIGH,🐢 SLOW,BULLISH
2026-01-04,TTML.NS,49.79,9.4,-35.5,32.13,5,Active,⚠️ MED,🐢 SLOW,BULLISH
2026-01-04,TECHM.NS,1612.0,38.8,-43.7,907.19,5,Active,🛡️ HIGH,🐢 SLOW,BULLISH
2026-01-04,TECHNOE.NS,1111.3,8.9,-65.9,378.62,5,Active,⚠️ MED,🐢 SLOW,BULLISH
2026-01-04,TEJASNET.NS,453.25,3.9,-13.8,390.81,5,Active,⚠️ MED,🐢 SLOW,BULLISH
2026-01-04,NIACL.NS,157.04,16.7,-38.0,97.32,5,Active,⚠️ MED,🐢 SLOW,BULLISH
2026-01-04,RAMCOCEM.NS,1056.7,40.2,-76.8,245.38,5,Active,🛡️ HIGH,🐢 SLOW,BULLISH
2026-01-04,THERMAX.NS,3025.9,14.5,-93.6,192.44,5,Active,⚠️ MED,🐢 SLOW,BULLISH
2026-01-04,TIMKEN.NS,3052.6,25.3,-99.3,20.05,5,Active,⚠️ MED,🐢 SLOW,BULLISH
2026-01-04,TITAGARH.NS,890.35,17.2,-64.3,317.52,5,Active,⚠️ MED,🐢 SLOW,BULLISH
2026-01-04,TITAN.NS,4051.7,47.1,-85.6,582.02,5,Active,🛡️ HIGH,🚀 FAST,BULLISH
2026-01-04,TORNTPHARM.NS,3885.3,49.8,-76.8,902.02,5,Active,🛡️ HIGH,🚀 FAST,BULLISH
2026-01-04,TORNTPOWER.NS,1399.4,33.0,-89.6,145.75,5,Active,🛡️ HIGH,🐢 SLOW,BULLISH
2026-01-04,TARIL.NS,336.4,1.2,-67.2,110.44,5,Active,⚠️ MED,🐢 SLOW,BULLISH
2026-01-04,TRENT.NS,4409.6,4.1,-96.1,170.91,5,Active,⚠️ MED,🐢 SLOW,BULLISH
2026-01-04,TRIDENT.NS,27.03,30.3,-19.7,21.71,5,Active,🛡️ HIGH,🐢 SLOW,BULLISH
2026-01-04,TRIVENI.NS,381.2,28.6,-54.9,171.88,5,Active,⚠️ MED,🚀 FAST,BULLISH
2026-01-04,TRITURBINE.NS,540.8,6.6,-87.1,70.02,5,Active,⚠️ MED,🐢 SLOW,BULLISH
2026-01-04,TIINDIA.NS,2597.7,24.4,-100.0,0.37,5,Active,⚠️ MED,🐢 SLOW,BULLISH
2026-01-04,UCOBANK.NS,30.51,22.9,-0.2,30.45,5,Active,⚠️ MED,🐢 SLOW,BULLISH
2026-01-04,UNOMINDA.NS,1321.2,28.3,-80.9,252.81,5,Active,⚠️ MED,🚀 FAST,BULLISH
2026-01-04,UPL.NS,804.65,78.3,116.6,1742.93,5,Active,🛡️ HIGH,🚀 FAST,BULLISH
2026-01-04,UTIAMC.NS,1127.7,20.7,-21.9,880.59,5,Active,⚠️ MED,🐢 SLOW,BULLISH
2026-01-04,ULTRACEMCO.NS,11899.0,43.0,-93.2,812.31,5,Active,🛡️ HIGH,🐢 SLOW,BULLISH
2026-01-04,UNIONBANK.NS,156.7,64.7,133.2,365.36,5,Active,⚠️ MED,🚀 FAST,BULLISH
2026-01-04,UBL.NS,1596.4,36.1,-83.8,258.45,5,Active,🛡️ HIGH,🐢 SLOW,BULLISH
2026-01-04,UNITDSPR.NS,1381.6,35.3,-72.5,379.68,5,Active,🛡️ HIGH,🐢 SLOW,BULLISH
2026-01-04,USHAMART.NS,451.3,31.4,-80.1,89.97,5,Active,⚠️ MED,🚀 FAST,BULLISH
2026-01-04,VGUARD.NS,330.75,35.2,-61.8,126.43,5,Active,🛡️ HIGH,🐢 SLOW,BULLISH
2026-01-04,DBREALTY.NS,120.55,12.3,3.8,125.14,5,Active,⚠️ MED,🐢 SLOW,BULLISH
2026-01-04,VTL.NS,436.1,24.1,-25.0,326.93,5,Active,⚠️ MED,🐢 SLOW,BULLISH
2026-01-04,VBL.NS,493.8,34.0,-76.0,118.69,5,Active,⚠️ MED,🚀 FAST,BULLISH
2026-01-04,MANYAVAR.NS,579.65,13.8,-57.7,245.46,5,Active,⚠️ MED,🐢 SLOW,BULLISH
2026-01-04,VEDL.NS,616.95,53.7,44.8,893.62,5,Active,⚠️ MED,🚀 FAST,BULLISH
2026-01-04,VENTIVE.NS,748.15,25.3,-44.9,412.09,5,Active,⚠️ MED,🚀 FAST,BULLISH
2026-01-04,VIJAYA.NS,1059.2,18.7,-81.7,194.17,5,Active,⚠️ MED,🚀 FAST,BULLISH
2026-01-04,VMM.NS,135.95,32.2,-72.4,37.58,5,Active,⚠️ MED,🚀 FAST,BULLISH
2026-01-04,IDEA.NS,11.78,26.7,0.0,,5,Active,⚠️ MED,🚀 FAST,BULLISH
2026-01-04,VOLTAS.NS,1430.2,17.4,-72.5,393.4,5,Active,⚠️ MED,🚀 FAST,BULLISH
2026-01-04,WAAREEENER.NS,2866.3,14.9,-65.0,1004.41,5,Active,⚠️ MED,🐢 SLOW,BULLISH
2026-01-04,WELCORP.NS,806.35,19.7,-52.6,381.91,5,Active,⚠️ MED,🐢 SLOW,BULLISH
2026-01-04,WELSPUNLIV.NS,132.42,13.9,-21.9,103.48,5,Active,⚠️ MED,🐢 SLOW,BULLISH
2026-01-04,WHIRLPOOL.NS,904.55,1.0,-39.2,550.29,5,Active,⚠️ MED,🐢 SLOW,BULLISH
2026-01-04,WIPRO.NS,269.0,37.5,-15.2,228.02,5,Active,🛡️ HIGH,🚀 FAST,BULLISH
2026-01-04,WOCKPHARMA.NS,1406.2,14.1,0.0,,5,Active,⚠️ MED,🐢 SLOW,BULLISH
2026-01-04,YESBANK.NS,22.29,30.5,-45.9,12.06,5,Active,⚠️ MED,🚀 FAST,BULLISH
2026-01-04,ZFCVINDIA.NS,15040.0,38.5,-93.5,976.62,5,Active,🛡️ HIGH,🚀 FAST,BULLISH
2026-01-04,ZEEL.NS,91.12,45.0,93.5,176.28,5,Active,⚠️ MED,🐢 SLOW,BULLISH
2026-01-04,ZENTEC.NS,1362.4,0.9,-64.6,482.19,5,Active,⚠️ MED,🐢 SLOW,BULLISH
2026-01-04,ZENSARTECH.NS,699.35,12.3,-48.6,359.28,5,Active,⚠️ MED,🐢 SLOW,BULLISH
2026-01-04,ZYDUSLIFE.NS,916.9,33.4,-15.1,778.63,5,Active,🛡️ HIGH,🐢 SLOW,BULLISH
2026-01-04,ECLERX.NS,4721.5,27.7,-62.8,1757.46,5,Active,⚠️ MED,🚀 FAST,BULLISH
2026-01-04,^NSEI,26328.55,54.9,0.0,,5,Active,🛡️ HIGH,🚀 FAST,BULLISH
